"1705.08383","Mikhail Nestoklon","I.D. Avdeev, A.N. Poddubny, S.V. Goupalov, and M.O. Nestoklon","Valley and spin splittings in PbSe nanowires","15 pages, 9 figures","Phys. Rev. B 96, 085310 (2017)","10.1103/PhysRevB.96.085310",,"cond-mat.mes-hall","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We use an empirical tight-binding approach to calculate electron and hole
states in [111]-grown PbSe nanowires. We show that the valley-orbit and
spin-orbit splittings are very sensitive to the atomic arrangement within the
nanowire elementary cell and differ for [111]-nanowires with microscopic
$D_{3d}$, $C_{2h}$ and $D_{3}$ symmetries. For the nanowire diameter below 4 nm
the valley-orbit splittings become comparable with the confinement energies and
the $\boldsymbol{k}\cdot\boldsymbol{p}$ method is inapplicable. Nanowires with
the $D_{3}$ point symmetry having no inversion center exhibit giant spin
splitting $E = \alpha k_z$, linear in one-dimensional wave vector $k_z$, with
the constant $\alpha$ up to 1 eV$\cdot$\AA.
","[{""version"":""v1"",""created"":""Tue, 23 May 2017 16:04:08 GMT""}]","2017-08-29"
"1705.08384","Karl Larsson","Peter Hansbo, Tobias Jonsson, Mats G. Larson, Karl Larsson","A Nitsche Method for Elliptic Problems on Composite Surfaces",,"Computer Methods in Applied Mechanics and Engineering, vol. 326,
  p. 505-525, 2017","10.1016/j.cma.2017.08.033",,"math.NA","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We develop a finite element method for elliptic partial differential
equations on so called composite surfaces that are built up out of a finite
number of surfaces with boundaries that fit together nicely in the sense that
the intersection between any two surfaces in the composite surface is either
empty, a point, or a curve segment, called an interface curve. Note that
several surfaces can intersect along the same interface curve. On the composite
surface we consider a broken finite element space which consists of a
continuous finite element space at each subsurface without continuity
requirements across the interface curves. We derive a Nitsche type formulation
in this general setting and by assuming only that a certain inverse inequality
and an approximation property hold we can derive stability and error estimates
in the case when the geometry is exactly represented. We discuss several
different realizations, including so called cut meshes, of the method. Finally,
we present numerical examples.
","[{""version"":""v1"",""created"":""Tue, 23 May 2017 16:04:46 GMT""},{""version"":""v2"",""created"":""Thu, 25 May 2017 09:28:50 GMT""}]","2018-01-03"
"1705.08385","Lee Walsh","Lee Walsh, Caleb G. Wagner, Sarah Schlossberg, Christopher Olson,
  Aparna Baskaran, Narayanan Menon","Noise and diffusion of a vibrated self-propelled granular particle","5 pages, 4 figures; plus supplementary",,,,"cond-mat.soft cond-mat.stat-mech","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Granular materials are an important physical realization of active matter. In
vibration-fluidized granular matter, both diffusion and self-propulsion derive
from the same collisional forcing, unlike many other active systems where there
is a clean separation between the origin of single-particle mobility and the
coupling to noise. Here we present experimental studies of single-particle
motion in a vibrated granular monolayer, along with theoretical analysis that
compares grain motion at short and long time scales to the assumptions and
predictions, respectively, of the active Brownian particle (ABP) model. The
results demonstrate that despite the unique relation between noise and
propulsion, granular media do show the generic features predicted by the ABP
model and indicate that this is a valid framework to predict collective
phenomena. Additionally, our scheme of analysis for validating the inputs and
outputs of the model can be applied to other granular and non-granular systems.
","[{""version"":""v1"",""created"":""Tue, 23 May 2017 16:05:45 GMT""}]","2017-05-24"
"1705.08386","Karol Kurach","Karol Kurach, Sylvain Gelly, Michal Jastrzebski, Philip Haeusser,
  Olivier Teytaud, Damien Vincent, Olivier Bousquet","Better Text Understanding Through Image-To-Text Transfer",,,,,"cs.CL cs.CV cs.LG","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Generic text embeddings are successfully used in a variety of tasks. However,
they are often learnt by capturing the co-occurrence structure from pure text
corpora, resulting in limitations of their ability to generalize. In this
paper, we explore models that incorporate visual information into the text
representation. Based on comprehensive ablation studies, we propose a
conceptually simple, yet well performing architecture. It outperforms previous
multimodal approaches on a set of well established benchmarks. We also improve
the state-of-the-art results for image-related text datasets, using orders of
magnitude less data.
","[{""version"":""v1"",""created"":""Tue, 23 May 2017 16:06:32 GMT""},{""version"":""v2"",""created"":""Fri, 26 May 2017 08:08:20 GMT""}]","2017-06-02"
"1705.08387","Lingyu Jin","Lingyu Jin, Lang Li and Shaomei Fang","The Brezis-Nirenberg Result for the Fractional Elliptic Problem with
  Singular Potential",,,,,"math.AP","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  In this paper, we are concerned with the following type of fractional
problems:
  $$
  \begin{cases}\dis
  (-\Delta)^{s} u-\mu\frac{u}{|x|^{2s}}-\lambda u=|u|^{2^*_{s}-2}u+f(x,u),
&\text{in} \Omega,\ \
  \,
  u=0\,&\text{in} \R^N\backslash\Omega
  \end{cases}
  \eqno {(*)} $$
  where $s\in (0,1)$, $2^*_{s}=2N/(N-2s)$ is the critical Sobolev exponent,
$f(x,u)$ is a lower order perturbation of critical Sobolev nonlinearity. We
obtain the existence of the solution for (*) through variational methods. In
particular we derive a Br\'ezis-Nirenberg type result when $f(x,u)=0$.
","[{""version"":""v1"",""created"":""Tue, 23 May 2017 16:08:11 GMT""}]","2017-05-24"
"1705.08388","Michele Perna","Michele Perna, Giorgio Lanzuisi, Marcella Brusa, Giovanni Cresci and
  Marco Mignoli","An X-ray/SDSS sample (II): outflowing gas plasma properties","16 pages, 10 figures. Accepted for publication in A&A","A&A 606, A96 (2017)","10.1051/0004-6361/201730819",,"astro-ph.GA","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Galaxy-scale outflows are nowadays observed in many active galactic nuclei
(AGNs); however, their characterisation in terms of (multi-) phase nature,
amount of flowing material, effects on the host galaxy, is still unsettled. In
particular, ionized gas mass outflow rate and related energetics are still
affected by many sources of uncertainties. In this respect, outflowing gas
plasma conditions, being largely unknown, play a crucial role.
  Taking advantage of the spectroscopic analysis results we obtained studying
the X-ray/SDSS sample of 563 AGNs at z $<0.8$ presented in our companion paper,
we analyse stacked spectra and sub-samples of sources with high signal-to-noise
temperature- and density-sensitive emission lines to derive the plasma
properties of the outflowing ionized gas component. For these sources, we also
study in detail various diagnostic diagrams to infer information about
outflowing gas ionization mechanisms. We derive, for the first time, median
values for electron temperature and density of outflowing gas from medium-size
samples ($\sim 30$ targets) and stacked spectra of AGNs. Evidences of shock
excitation are found for outflowing gas.
  We measure electron temperatures of the order of $\sim 1.7\times10^4$ K and
densities of $\sim 1200$ cm$^{-3}$ for faint and moderately luminous AGNs
(intrinsic X-ray luminosity $40.5<log(L_X)<44$ in the 2-10 keV band). We
caution that the usually assumed electron density ($N_e=100$ cm$^{-3}$) in
ejected material might result in relevant overestimates of flow mass rates and
energetics and, as a consequence, of the effects of AGN-driven outflows on the
host galaxy.
","[{""version"":""v1"",""created"":""Tue, 23 May 2017 16:09:43 GMT""}]","2017-10-25"
"1705.08389","Kailai Xu","Jinchao Xu, Kailai Xu, Yinyu Ye","A Derandomized Algorithm for RP-ADMM with Symmetric Gauss-Seidel Method","16 pages, 3 figures",,,,"math.OC","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  For multi-block alternating direction method of multipliers(ADMM), where the
objective function can be decomposed into multiple block components, we show
that with block symmetric Gauss-Seidel iteration, the algorithm will converge
quickly. The method will apply a block symmetric Gauss-Seidel iteration in the
primal update and a linear correction that can be derived in view of Richard
iteration. We also establish the linear convergence rate for linear systems.
","[{""version"":""v1"",""created"":""Tue, 23 May 2017 16:13:31 GMT""}]","2017-05-24"
"1705.08390","Joseph E. Avron","J. E. Avron and O. Kenneth","Teleportation for septuagenarians","6 pages","Journal of Statistical Physics 2018","10.1007/s10955-017-1891-y",,"quant-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  An introduction to the theory of teleportation.
","[{""version"":""v1"",""created"":""Tue, 23 May 2017 16:14:20 GMT""},{""version"":""v2"",""created"":""Fri, 29 Sep 2017 09:25:34 GMT""},{""version"":""v3"",""created"":""Thu, 5 Oct 2017 18:58:27 GMT""}]","2019-02-06"
"1705.08391","Yingjie Fei","Yingjie Fei and Yudong Chen","Exponential error rates of SDP for block models: Beyond Grothendieck's
  inequality",,,,,"stat.ML cs.IT cs.SI math.IT math.ST stat.TH","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  In this paper we consider the cluster estimation problem under the Stochastic
Block Model. We show that the semidefinite programming (SDP) formulation for
this problem achieves an error rate that decays exponentially in the
signal-to-noise ratio. The error bound implies weak recovery in the sparse
graph regime with bounded expected degrees, as well as exact recovery in the
dense regime. An immediate corollary of our results yields error bounds under
the Censored Block Model. Moreover, these error bounds are robust, continuing
to hold under heterogeneous edge probabilities and a form of the so-called
monotone attack.
  Significantly, this error rate is achieved by the SDP solution itself without
any further pre- or post-processing, and improves upon existing
polynomially-decaying error bounds proved using the Grothendieck\textquoteright
s inequality. Our analysis has two key ingredients: (i) showing that the graph
has a well-behaved spectrum, even in the sparse regime, after discounting an
exponentially small number of edges, and (ii) an order-statistics argument that
governs the final error rate. Both arguments highlight the implicit
regularization effect of the SDP formulation.
","[{""version"":""v1"",""created"":""Tue, 23 May 2017 16:14:41 GMT""}]","2017-05-24"
"1705.08392","Daniel Gall","Daniel Gall, Thom Fr\""uhwirth","A Decidable Confluence Test for Cognitive Models in ACT-R","To appear in Stefania Costantini, Enrico Franconi, William Van
  Woensel, Roman Kontchakov, Fariba Sadri, and Dumitru Roman: ""Proceedings of
  RuleML+RR 2017"". Springer LNCS",,,,"cs.LO","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Computational cognitive modeling investigates human cognition by building
detailed computational models for cognitive processes. Adaptive Control of
Thought - Rational (ACT-R) is a rule-based cognitive architecture that offers a
widely employed framework to build such models. There is a sound and complete
embedding of ACT-R in Constraint Handling Rules (CHR). Therefore analysis
techniques from CHR can be used to reason about computational properties of
ACT-R models. For example, confluence is the property that a program yields the
same result for the same input regardless of the rules that are applied.
  In ACT-R models, there are often cognitive processes that should always yield
the same result while others e.g. implement strategies to solve a problem that
could yield different results. In this paper, a decidable confluence criterion
for ACT-R is presented. It allows to identify ACT-R rules that are not
confluent. Thereby, the modeler can check if his model has the desired
behavior.
  The sound and complete translation of ACT-R to CHR from prior work is used to
come up with a suitable invariant-based confluence criterion from the CHR
literature. Proper invariants for translated ACT-R models are identified and
proven to be decidable. The presented method coincides with confluence of the
original ACT-R models.
","[{""version"":""v1"",""created"":""Tue, 23 May 2017 16:15:18 GMT""}]","2017-05-24"
"1705.08393","David Gerard","David Gerard and Matthew Stephens","Unifying and Generalizing Methods for Removing Unwanted Variation Based
  on Negative Controls","34 pages, 6 figures, methods implemented at
  https://github.com/dcgerard/vicar , results reproducible at
  https://github.com/dcgerard/ruvb_sims",,"10.5705/ss.202018.0345",,"stat.ME math.ST stat.TH","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Unwanted variation, including hidden confounding, is a well-known problem in
many fields, particularly large-scale gene expression studies. Recent proposals
to use control genes --- genes assumed to be unassociated with the covariates
of interest --- have led to new methods to deal with this problem. Going by the
moniker Removing Unwanted Variation (RUV), there are many versions --- RUV1,
RUV2, RUV4, RUVinv, RUVrinv, RUVfun. In this paper, we introduce a general
framework, RUV*, that both unites and generalizes these approaches. This
unifying framework helps clarify connections between existing methods. In
particular we provide conditions under which RUV2 and RUV4 are equivalent. The
RUV* framework also preserves an advantage of RUV approaches --- their
modularity --- which facilitates the development of novel methods based on
existing matrix imputation algorithms. We illustrate this by implementing RUVB,
a version of RUV* based on Bayesian factor analysis. In realistic simulations
based on real data we found that RUVB is competitive with existing methods in
terms of both power and calibration, although we also highlight the challenges
of providing consistently reliable calibration among data sets.
","[{""version"":""v1"",""created"":""Tue, 23 May 2017 16:19:42 GMT""}]","2019-09-20"
"1705.08394","Janis N\""otzel","Janis N\""otzel, Andreas Winter","Information Theoretic Principles of Universal Discrete Denoising","10 pages, 6 figures",,,,"cs.IT math.IT","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Today, the internet makes tremendous amounts of data widely available. Often,
the same information is behind multiple different available data sets. This
lends growing importance to latent variable models that try to learn the hidden
information from the available imperfect versions. For example, social media
platforms can contain an abundance of pictures of the same person or object,
yet all of which are taken from different perspectives. In a simplified
scenario, one may consider pictures taken from the same perspective, which are
distorted by noise. This latter application allows for a rigorous mathematical
treatment, which is the content of this contribution. We apply a recently
developed method of dependent component analysis to image denoising when
multiple distorted copies of one and the same image are available, each being
corrupted by a different and unknown noise process. In a simplified scenario,
we assume that the distorted image is corrupted by noise that acts
independently on each pixel. We answer completely the question of how to
perform optimal denoising, when at least three distorted copies are available:
First we define optimality of an algorithm in the presented scenario, and then
we describe an aymptotically optimal universal discrete denoising algorithm
(UDDA). In the case of binary data and binary symmetric noise, we develop a
simplified variant of the algorithm, dubbed BUDDA, which we prove to attain
universal denoising uniformly.
","[{""version"":""v1"",""created"":""Tue, 23 May 2017 16:20:35 GMT""}]","2017-05-24"
"1705.08395","Ari Seff","Ari Seff, Alex Beatson, Daniel Suo, Han Liu","Continual Learning in Generative Adversarial Nets",,,,,"cs.LG cs.AI stat.ML","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Developments in deep generative models have allowed for tractable learning of
high-dimensional data distributions. While the employed learning procedures
typically assume that training data is drawn i.i.d. from the distribution of
interest, it may be desirable to model distinct distributions which are
observed sequentially, such as when different classes are encountered over
time. Although conditional variations of deep generative models permit multiple
distributions to be modeled by a single network in a disentangled fashion, they
are susceptible to catastrophic forgetting when the distributions are
encountered sequentially. In this paper, we adapt recent work in reducing
catastrophic forgetting to the task of training generative adversarial networks
on a sequence of distinct distributions, enabling continual generative
modeling.
","[{""version"":""v1"",""created"":""Tue, 23 May 2017 16:27:19 GMT""}]","2017-05-24"
"1705.08396","Antony Humphries","Daniel Camara De Souza, Morgan Craig, Tyler Cassidy, Jun Li, Fahima
  Nekka, Jacques Belair and Antony R Humphries","Transit and lifespan in neutrophil production: implications for drug
  intervention",,"Journal of Pharmacokinetics and Pharmacodynamics, 45 (2018), 59-77","10.1007/s10928-017-9560-y",,"q-bio.TO","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We compare and contrast the transit compartment ordinary differential
equation modelling approach with distributed and discrete delay differential
equation models. We focus on Quartino's extension to the Friberg transit
compartment model of myelosuppression, widely relied upon in the pharmaceutical
sciences to predict the neutrophil response after chemotherapy, and on a QSP
delay differential equation model of granulopoiesis. We extend the Quartino
model by considering a general number of transit compartments and introduce an
extra parameter which allows us to decouple the maturation time from the
production rate of cells, and review the well established linear chain
technique from the delay differential equation (DDE) literature which can be
used to reformulate transit compartment models with constant transit rates as
distributed delay DDEs. We perform a state-dependent time rescaling of the
Quartino model in order to apply the linear chain technique and rewrite the
Quartino model as a distributed delay DDE, which yields a discrete delay DDE
model in a certain parameter limit. We then perform stability and bifurcation
analyses on the models to situate such studies in a mathematical pharmacology
context.
  We show that both the original Friberg and the Quartino extension model
incorrectly define the mean maturation time, essentially treating the
proliferative pool as an additional maturation compartment, which can have far
reaching consequences on the development of future models of myelosuppression
in PK/PD.
","[{""version"":""v1"",""created"":""Tue, 23 May 2017 16:28:02 GMT""}]","2021-12-03"
"1705.08397","Eimear Byrne","I. Blanco-Chac\'on, E. Byrne, I. Duursma and J. Sheekey","Rank-Metric Codes and Zeta Functions",,,,,"math.CO","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We define the rank-metric zeta function of a code as a generating function of
its normalized $q$-binomial moments. We show that, as in the Hamming case, the
zeta function gives a generating function for the weight enumerators of
rank-metric codes. We further prove a functional equation and derive an upper
bound for the minimum distance in terms of the reciprocal roots of the zeta
function. Finally, we show invariance under suitable puncturing and shortening
operators and study the distribution of zeroes of the zeta function for a
family of codes.
","[{""version"":""v1"",""created"":""Tue, 23 May 2017 16:31:55 GMT""}]","2017-05-24"
"1705.08398","Philipp K\""uhne","Philipp K\""uhne, Vanya Darakchieva and Mathias Schubert","Landau Level optical Hall effect spectroscopy on two- and
  three-dimensional layered materials with graphene and graphite as examples",,,,,"cond-mat.mtrl-sci","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We present a comprehensive study of the band structure of two- and
three-dimensional hexagonal layered materials using Landau Level optical Hall
effect spectroscopy investigations, employing graphene and graphite as model
systems. We study inter-Landau-level transitions in highly oriented pyrolytic
graphite and a stack of multilayer graphene on C-face 6\textit{H}-SiC, using
data from reflection-type optical Hall effect measurements in the mid-infrared
spectral range at sample temperatures of $T=1.5$~K and magnetic fields up to
$B=8$~T. We describe a comprehensive dielectric polarizability model for
inter-Landau-level transitions, which permits analysis of the optical Hall
effect data. From their magnetic field dependence we identify sets of H- and
K-point inter-Landau-level transitions in graphite and sets of
inter-Landau-level transition from decoupled graphene single, and coupled
graphene bi-, tri-, and quad-layer for the multilayer graphene stack. For
inter-Landau-level transitions in decoupled graphene single-layers and H-point
transitions in graphite we observe polarization mode preserving behavior,
requiring symmetric magneto-optical contributions to the corresponding
dielectric tensors. Inter-Landau-level transitions in coupled graphene layers
as well as K-point transitions in graphite exhibit polarization mode mixing
behavior, requiring antisymmetric magneto-optical contributions to the
corresponding dielectric tensors. From the circular-polarization-averaged
inter-Landau-level transition energies and the energy splitting between right-
and left-handed circular polarized inter-Landau-level transitions we determine
the model parameters in the Slonczewski-Weiss-McClure band structure
approximation for two- and three-dimensional hexagonal layered materials, with
graphene and graphite as examples.
","[{""version"":""v1"",""created"":""Tue, 23 May 2017 16:32:07 GMT""}]","2017-05-24"
"1705.08399","Fabrizio Pastore","Fabrizio Pastore, Daniela Micucci, Leonardo Mariani","Timed k-Tail: Automatic Inference of Timed Automata",,,,,"cs.SE","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Accurate and up-to-date models describing the be- havior of software systems
are seldom available in practice. To address this issue, software engineers may
use specification mining techniques, which can automatically derive models that
capture the behavior of the system under analysis. So far, most specification
mining techniques focused on the functional behavior of the systems, with
specific emphasis on models that represent the ordering of operations, such as
tempo- ral rules and finite state models. Although useful, these models are
inherently partial. For instance, they miss the timing behavior, which is
extremely relevant for many classes of systems and com- ponents, such as shared
libraries and user-driven applications. Mining specifications that include both
the functional and the timing aspects can improve the applicability of many
testing and analysis solutions. This paper addresses this challenge by
presenting the Timed k-Tail (TkT) specification mining technique that can mine
timed automata from program traces. Since timed automata can effectively
represent the interplay between the functional and the timing behavior of a
system, TkT could be exploited in those contexts where time-related information
is relevant. Our empirical evaluation shows that TkT can efficiently and
effectively mine accurate models. The mined models have been used to identify
executions with anomalous timing. The evaluation shows that most of the
anomalous executions have been correctly identified while producing few false
positives.
","[{""version"":""v1"",""created"":""Tue, 23 May 2017 16:33:58 GMT""}]","2017-05-24"
